index,hypothesis,system,mqm,sqm,gemba,domain,doc,source,reference
1793,"The sealing tape was in very poor shape when I got it, looking like it had been disassembled, I snapped a quick photo, and sure enough, it opened as soon as it was taken off, The cardboard inside was still harmed after being opened, I was concerned that someone else might have returned it, I soon tried it on my spouse on the anniversary, but there was no electricity at all in the machine, fortunately, the cutter head doesn't include any beard stubble, so why not send it back completely?",refA,-32.0,68.0,-6.0,user_review,personal_care_appliances-3-zh_0491733-115,收到的时候封口胶条状态看着就很不对，像是拆开过，赶紧先拍了照，果然一撕就开了，打开后里面的纸板还有损坏，担心是别人退的，还没到纪念日就赶紧先给老公试试了，结果机器一点电都没有，还好刀头里面没有胡渣，要不大老远的咋退啊！,"The sealing tape was in very poor shape when I got it, looking like it had been disassembled, I snapped a quick photo, and sure enough, it opened as soon as it was taken off, The cardboard inside was still harmed after being opened, I was concerned that someone else might have returned it, I soon tried it on my spouse on the anniversary, but there was no electricity at all in the machine, fortunately, the cutter head doesn't include any beard stubble, so why not send it back completely?"
1794,"It is unknown if there will be any immediate issues or if it will be simple to use, the items sent out while they are out of stock are highly unreliable, same as the previous review!",refA,-5.0,68.0,0.0,user_review,personal_care_appliances-3-zh_0491733-115,好不好用或者短期会不会有什么问题还未知，如前面的评价，缺货时发出的东西确实不靠谱！,"It is unknown if there will be any immediate issues or if it will be simple to use, the items sent out while they are out of stock are highly unreliable, same as the previous review!"
1801,very economical,refA,-1.0,29.0,0.0,user_review,personal_care_appliances-5-zh_0172161-51,性价比很高,very economical
1802,I've used it 3-4 times.,refA,-2.0,75.0,-1.0,user_review,personal_care_appliances-5-zh_0172161-51,已经使用了3-4次了。,I've used it 3-4 times.
1803,"1, The packing is undamaged.",refA,-0.0,86.0,0.0,user_review,personal_care_appliances-5-zh_0172161-51,1、包装完好。,"1, The packing is undamaged."
1804,"2, It is incredibly simple to use and clean.",refA,-1.0,86.0,0.0,user_review,personal_care_appliances-5-zh_0172161-51,2、使用非常简单，清洗也很方便。,"2, It is incredibly simple to use and clean."
1805,"3, Saving money by DIY-ing your haircut is entirely achievable.",refA,-1.0,76.0,0.0,user_review,personal_care_appliances-5-zh_0172161-51,3、完全可以DIY理发，省钱了。,"3, Saving money by DIY-ing your haircut is entirely achievable."
1806,"An excellent purchase, all around.",refA,-2.0,77.0,0.0,user_review,personal_care_appliances-5-zh_0172161-51,综上，非常成功的一次购买。,"An excellent purchase, all around."
1807,There are imitations,refA,-0.0,74.0,0.0,user_review,pet_products-1-zh_0009028-64,有假货,There are imitations
1808,"When I most recently purchased two packs, there were actually two distinct models, initially, the lettering on the pack's lower left corner were green, but it turned out that one pack didn't have green words and had white ones instead, after consuming it, the cat experienced diarrhea as a result.",refA,-5.0,72.0,-2.0,user_review,pet_products-1-zh_0009028-64,上次买了两包，居然是两种不同的版本，本来包装上左下角的字是绿色的，结果有一包就不是，是白色的字，结果猫猫吃了就拉肚子了。,"When I most recently purchased two packs, there were actually two distinct models, initially, the lettering on the pack's lower left corner were green, but it turned out that one pack didn't have green words and had white ones instead, after consuming it, the cat experienced diarrhea as a result."
1809,"I'm not sure, if the product source on Amazon is phony, or if a delivery worker switched it.",refA,-1.0,71.0,0.0,user_review,pet_products-1-zh_0009028-64,是亚马逊的货源是假的，还是发货时被员工掉包，我确定不了。,"I'm not sure, if the product source on Amazon is phony, or if a delivery worker switched it."
1810,"I will purchase it again, and if it's still a forgery, I'll find you the appropriate individuals to hold it accountable.",refA,-1.0,71.0,-6.0,user_review,pet_products-1-zh_0009028-64,我会再买一次，如果还是假货，我就要找你们相关人士追责了。,"I will purchase it again, and if it's still a forgery, I'll find you the appropriate individuals to hold it accountable."
1811,A horizontal bar is what it is!,refA,-5.0,69.0,-25.0,user_review,pet_products-2-zh_0100549-25,是横杠的！,A horizontal bar is what it is!
1812,"Although the Amazon image has cuts, the effect is a horizontal cut, isn't it a lie?",refA,-16.1,60.0,-5.0,user_review,pet_products-2-zh_0100549-25,亚马逊图片上是斜杠的，结果给我发来是横杠的，这不是骗人吗?,"Although the Amazon image has cuts, the effect is a horizontal cut, isn't it a lie?"
1816,"Instep grinding, hoop feet, and tight, tiny spaces.",refA,-0.0,69.0,-25.0,user_review,shoes-1-zh_0262106-116,紧、窄，箍脚、磨脚背。,"Instep grinding, hoop feet, and tight, tiny spaces."
1817,Not suggested.,refA,-0.0,81.0,0.0,user_review,shoes-1-zh_0262106-116,不推荐。,Not suggested.
1818,"1. Clarks' UN series is the most comfy, but this particular model is awful.",refA,-1.1,76.0,-5.0,user_review,shoes-1-zh_0262106-116,1.UN是clarks最舒服的系列，可惜这款太差了。,"1. Clarks' UN series is the most comfy, but this particular model is awful."
1819,"Addition: Today I compared the previous UN series insoles (throw away the shoes and save the insoles), and I found that the material is significantly worse than before, the elasticity is lower, and the breathability is lower, it is also counterfeit and soft.",refA,-10.2,78.0,-6.0,user_review,shoes-1-zh_0262106-116,追加：今天对比了以前的UN系列鞋垫（鞋扔了垫留着用），材质比以前差了不少，弹性不如以前，透气也不如以前，就是假假的软。,"Addition: Today I compared the previous UN series insoles (throw away the shoes and save the insoles), and I found that the material is significantly worse than before, the elasticity is lower, and the breathability is lower, it is also counterfeit and soft."
1820,"2. My instep is not very high, and the cruciate section is located around 3 cm in front of the instep's highest point.",refA,-10.0,78.0,-25.0,user_review,shoes-1-zh_0262106-116,2.我的脚背不算高，硌的部位在脚背最高处向前3公分左右。,"2. My instep is not very high, and the cruciate section is located around 3 cm in front of the instep's highest point."
1821,3. Only one pair of the three pairs of Clarks I purchased abroad fits.,refA,-2.0,81.0,0.0,user_review,shoes-1-zh_0262106-116,3.海外购买了三双clarks，只有一双合适。,3. Only one pair of the three pairs of Clarks I purchased abroad fits.
1822,I erased all of the music from my favorites because I was so terrified.,refA,-5.0,58.0,-5.0,user_review,shoes-1-zh_0262106-116,吓得我把收藏夹里的其乐都删了。,I erased all of the music from my favorites because I was so terrified.
1823,"If Rockport doesn't work, try it again, otherwise you may only visit an actual Ecco store.",refA,-17.1,77.0,-1.0,user_review,shoes-1-zh_0262106-116,回头试试rockport，不行只能去ecco实体店了。,"If Rockport doesn't work, try it again, otherwise you may only visit an actual Ecco store."
1824,"Inadequate, poor quality control",refA,-5.0,80.5,0.0,user_review,shoes-2-zh_0472892-115,以次充好，品控不好,"Inadequate, poor quality control"
1825,"First of all, it is important to stress the strength of Ups' Prime foreign purchasing, which enabled the order to be placed on the 31st and be delivered on the 6th.",refA,-6.0,81.5,-6.0,user_review,shoes-2-zh_0472892-115,首先，值得肯定的是Prime海外购Ups很给力，31号下的单6号就收到了。,"First of all, it is important to stress the strength of Ups' Prime foreign purchasing, which enabled the order to be placed on the 31st and be delivered on the 6th."
1826,"The shoe color is much more vibrant in reality than in the photo, and the leather is comfortable.",refA,-1.0,83.5,0.0,user_review,shoes-2-zh_0472892-115,鞋子颜色比图片好看很多，皮质感觉不错。,"The shoe color is much more vibrant in reality than in the photo, and the leather is comfortable."
1827,"The shoe size is slightly larger, measuring 25 feet long, 10.5 broad, and 7.5W, the upper foot is a touch loose, but I often prefer to wear looser shoes, and a pair of insoles are perfect.",refA,-16.0,84.5,-12.0,user_review,shoes-2-zh_0472892-115,鞋码稍大一点点，25脚长10.5宽拍的7.5W，上脚稍微有点宽松，不过平时就喜欢穿宽松一点，垫一双鞋垫刚好。,"The shoe size is slightly larger, measuring 25 feet long, 10.5 broad, and 7.5W, the upper foot is a touch loose, but I often prefer to wear looser shoes, and a pair of insoles are perfect."
